project,category,file_name,extension,relative_path,full_path,size_bytes,modified,matched_by,discipline,pages_or_sheets,extract_status,text_chars,keywords,summary,risks
Z_零散归档,03-图纸资料,建施06_防水设计专篇_1.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_1.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_1.pdf,943885,2025-04-24 11:40:34,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施06_防水设计专篇_1,missing_text
Z_零散归档,03-图纸资料,建施06_防水设计专篇_10.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_10.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_10.pdf,944062,2025-04-24 11:41:56,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施06_防水设计专篇_10,missing_text
Z_零散归档,03-图纸资料,建施06_防水设计专篇_11.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_11.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_11.pdf,943966,2025-04-24 11:42:06,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施06_防水设计专篇_11,missing_text
Z_零散归档,03-图纸资料,建施06_防水设计专篇_12.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_12.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_12.pdf,943925,2025-04-24 11:42:16,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施06_防水设计专篇_12,missing_text
Z_零散归档,03-图纸资料,建施06_防水设计专篇_13.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_13.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_13.pdf,943959,2025-04-24 11:42:24,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施06_防水设计专篇_13,missing_text
Z_零散归档,03-图纸资料,建施06_防水设计专篇_14.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_14.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_14.pdf,944200,2025-04-24 11:42:34,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施06_防水设计专篇_14,missing_text
Z_零散归档,03-图纸资料,建施06_防水设计专篇_15.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_15.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_15.pdf,944592,2025-04-24 11:42:44,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施06_防水设计专篇_15,missing_text
Z_零散归档,03-图纸资料,建施06_防水设计专篇_16.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_16.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_16.pdf,944560,2025-04-24 11:42:52,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施06_防水设计专篇_16,missing_text
Z_零散归档,03-图纸资料,建施06_防水设计专篇_17.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_17.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_17.pdf,944248,2025-04-24 11:43:02,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施06_防水设计专篇_17,missing_text
Z_零散归档,03-图纸资料,建施06_防水设计专篇_2.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_2.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_2.pdf,944108,2025-04-24 11:40:44,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施06_防水设计专篇_2,missing_text
Z_零散归档,03-图纸资料,建施06_防水设计专篇_3.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_3.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_3.pdf,944265,2025-04-24 11:40:52,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施06_防水设计专篇_3,missing_text
Z_零散归档,03-图纸资料,建施06_防水设计专篇_4.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_4.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_4.pdf,943755,2025-04-25 18:15:16,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施06_防水设计专篇_4,missing_text
Z_零散归档,03-图纸资料,建施06_防水设计专篇_5.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_5.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_5.pdf,943758,2025-04-25 18:15:26,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施06_防水设计专篇_5,missing_text
Z_零散归档,03-图纸资料,建施06_防水设计专篇_6.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_6.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_6.pdf,943993,2025-04-25 18:15:35,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施06_防水设计专篇_6,missing_text
Z_零散归档,03-图纸资料,建施06_防水设计专篇_7.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_7.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_7.pdf,943994,2025-04-25 18:15:43,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施06_防水设计专篇_7,missing_text
Z_零散归档,03-图纸资料,建施06_防水设计专篇_8.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_8.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_8.pdf,943769,2025-04-24 11:41:38,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施06_防水设计专篇_8,missing_text
Z_零散归档,03-图纸资料,建施06_防水设计专篇_9.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_9.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施06_防水设计专篇_9.pdf,944079,2025-04-24 11:41:48,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施06_防水设计专篇_9,missing_text
Z_零散归档,03-图纸资料,建施07_室内装修做法表+建筑做法表.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_室内装修做法表+建筑做法表.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_室内装修做法表+建筑做法表.pdf,1080339,2025-04-24 11:43:18,directory,未判定,,metadata-only: PyMuPDF unavailable,0,做法、图纸,建施07_室内装修做法表+建筑做法表,missing_text
Z_零散归档,03-图纸资料,建施07_室内装修做法表+建筑做法表_1.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_室内装修做法表+建筑做法表_1.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_室内装修做法表+建筑做法表_1.pdf,1081306,2025-04-24 11:43:28,directory,未判定,,metadata-only: PyMuPDF unavailable,0,做法、图纸,建施07_室内装修做法表+建筑做法表_1,missing_text
Z_零散归档,03-图纸资料,建施07_建筑节能与结构一体化技术说明.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明.pdf,779355,2025-04-24 11:40:26,directory,未判定,,metadata-only: PyMuPDF unavailable,0,结构、图纸,建施07_建筑节能与结构一体化技术说明,missing_text
Z_零散归档,03-图纸资料,建施07_建筑节能与结构一体化技术说明_1.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_1.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_1.pdf,779346,2025-04-24 11:40:34,directory,未判定,,metadata-only: PyMuPDF unavailable,0,结构、图纸,建施07_建筑节能与结构一体化技术说明_1,missing_text
Z_零散归档,03-图纸资料,建施07_建筑节能与结构一体化技术说明_10.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_10.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_10.pdf,779609,2025-04-24 11:41:56,directory,未判定,,metadata-only: PyMuPDF unavailable,0,结构、图纸,建施07_建筑节能与结构一体化技术说明_10,missing_text
Z_零散归档,03-图纸资料,建施07_建筑节能与结构一体化技术说明_11.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_11.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_11.pdf,779514,2025-04-24 11:42:06,directory,未判定,,metadata-only: PyMuPDF unavailable,0,结构、图纸,建施07_建筑节能与结构一体化技术说明_11,missing_text
Z_零散归档,03-图纸资料,建施07_建筑节能与结构一体化技术说明_12.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_12.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_12.pdf,779463,2025-04-24 11:42:16,directory,未判定,,metadata-only: PyMuPDF unavailable,0,结构、图纸,建施07_建筑节能与结构一体化技术说明_12,missing_text
Z_零散归档,03-图纸资料,建施07_建筑节能与结构一体化技术说明_13.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_13.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_13.pdf,779502,2025-04-24 11:42:26,directory,未判定,,metadata-only: PyMuPDF unavailable,0,结构、图纸,建施07_建筑节能与结构一体化技术说明_13,missing_text
Z_零散归档,03-图纸资料,建施07_建筑节能与结构一体化技术说明_14.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_14.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_14.pdf,779638,2025-04-24 11:42:34,directory,未判定,,metadata-only: PyMuPDF unavailable,0,结构、图纸,建施07_建筑节能与结构一体化技术说明_14,missing_text
Z_零散归档,03-图纸资料,建施07_建筑节能与结构一体化技术说明_15.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_15.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_15.pdf,779220,2025-04-24 11:42:44,directory,未判定,,metadata-only: PyMuPDF unavailable,0,结构、图纸,建施07_建筑节能与结构一体化技术说明_15,missing_text
Z_零散归档,03-图纸资料,建施07_建筑节能与结构一体化技术说明_16.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_16.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_16.pdf,779844,2025-04-24 11:42:54,directory,未判定,,metadata-only: PyMuPDF unavailable,0,结构、图纸,建施07_建筑节能与结构一体化技术说明_16,missing_text
Z_零散归档,03-图纸资料,建施07_建筑节能与结构一体化技术说明_17.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_17.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_17.pdf,779502,2025-04-24 11:43:02,directory,未判定,,metadata-only: PyMuPDF unavailable,0,结构、图纸,建施07_建筑节能与结构一体化技术说明_17,missing_text
Z_零散归档,03-图纸资料,建施07_建筑节能与结构一体化技术说明_2.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_2.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_2.pdf,779517,2025-04-24 11:40:44,directory,未判定,,metadata-only: PyMuPDF unavailable,0,结构、图纸,建施07_建筑节能与结构一体化技术说明_2,missing_text
Z_零散归档,03-图纸资料,建施07_建筑节能与结构一体化技术说明_3.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_3.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_3.pdf,779691,2025-04-24 11:40:54,directory,未判定,,metadata-only: PyMuPDF unavailable,0,结构、图纸,建施07_建筑节能与结构一体化技术说明_3,missing_text
Z_零散归档,03-图纸资料,建施07_建筑节能与结构一体化技术说明_4.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_4.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_4.pdf,779117,2025-04-25 18:15:17,directory,未判定,,metadata-only: PyMuPDF unavailable,0,结构、图纸,建施07_建筑节能与结构一体化技术说明_4,missing_text
Z_零散归档,03-图纸资料,建施07_建筑节能与结构一体化技术说明_5.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_5.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_5.pdf,779119,2025-04-25 18:15:26,directory,未判定,,metadata-only: PyMuPDF unavailable,0,结构、图纸,建施07_建筑节能与结构一体化技术说明_5,missing_text
Z_零散归档,03-图纸资料,建施07_建筑节能与结构一体化技术说明_6.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_6.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_6.pdf,779401,2025-04-25 18:15:35,directory,未判定,,metadata-only: PyMuPDF unavailable,0,结构、图纸,建施07_建筑节能与结构一体化技术说明_6,missing_text
Z_零散归档,03-图纸资料,建施07_建筑节能与结构一体化技术说明_7.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_7.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_7.pdf,779554,2025-04-25 18:15:44,directory,未判定,,metadata-only: PyMuPDF unavailable,0,结构、图纸,建施07_建筑节能与结构一体化技术说明_7,missing_text
Z_零散归档,03-图纸资料,建施07_建筑节能与结构一体化技术说明_8.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_8.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_8.pdf,779114,2025-04-24 11:41:38,directory,未判定,,metadata-only: PyMuPDF unavailable,0,结构、图纸,建施07_建筑节能与结构一体化技术说明_8,missing_text
Z_零散归档,03-图纸资料,建施07_建筑节能与结构一体化技术说明_9.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_9.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_建筑节能与结构一体化技术说明_9.pdf,779457,2025-04-24 11:41:48,directory,未判定,,metadata-only: PyMuPDF unavailable,0,结构、图纸,建施07_建筑节能与结构一体化技术说明_9,missing_text
Z_零散归档,03-图纸资料,建施07_碳排放专篇+门窗表及说明.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_碳排放专篇+门窗表及说明.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_碳排放专篇+门窗表及说明.pdf,1148550,2025-04-24 11:43:38,directory,房建结构,,metadata-only: PyMuPDF unavailable,0,门窗、图纸,建施07_碳排放专篇+门窗表及说明,missing_text
Z_零散归档,03-图纸资料,建施07_碳排放专篇+门窗表及说明_1.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_碳排放专篇+门窗表及说明_1.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施07_碳排放专篇+门窗表及说明_1.pdf,1152095,2025-04-24 11:43:46,directory,房建结构,,metadata-only: PyMuPDF unavailable,0,门窗、图纸,建施07_碳排放专篇+门窗表及说明_1,missing_text
Z_零散归档,03-图纸资料,建施08_室内装修做法表+建筑做法表.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_室内装修做法表+建筑做法表.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_室内装修做法表+建筑做法表.pdf,907688,2025-04-24 11:43:40,directory,未判定,,metadata-only: PyMuPDF unavailable,0,做法、图纸,建施08_室内装修做法表+建筑做法表,missing_text
Z_零散归档,03-图纸资料,建施08_室内装修做法表+建筑做法表_1.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_室内装修做法表+建筑做法表_1.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_室内装修做法表+建筑做法表_1.pdf,906161,2025-04-24 11:43:46,directory,未判定,,metadata-only: PyMuPDF unavailable,0,做法、图纸,建施08_室内装修做法表+建筑做法表_1,missing_text
Z_零散归档,03-图纸资料,建施08_绿色建筑设计专篇.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇.pdf,874928,2025-04-24 11:40:26,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施08_绿色建筑设计专篇,missing_text
Z_零散归档,03-图纸资料,建施08_绿色建筑设计专篇_1.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_1.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_1.pdf,874805,2025-04-24 11:40:36,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施08_绿色建筑设计专篇_1,missing_text
Z_零散归档,03-图纸资料,建施08_绿色建筑设计专篇_10.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_10.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_10.pdf,874874,2025-04-24 11:41:58,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施08_绿色建筑设计专篇_10,missing_text
Z_零散归档,03-图纸资料,建施08_绿色建筑设计专篇_11.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_11.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_11.pdf,874888,2025-04-24 11:42:06,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施08_绿色建筑设计专篇_11,missing_text
Z_零散归档,03-图纸资料,建施08_绿色建筑设计专篇_12.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_12.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_12.pdf,874837,2025-04-24 11:42:16,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施08_绿色建筑设计专篇_12,missing_text
Z_零散归档,03-图纸资料,建施08_绿色建筑设计专篇_13.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_13.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_13.pdf,874923,2025-04-24 11:42:26,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施08_绿色建筑设计专篇_13,missing_text
Z_零散归档,03-图纸资料,建施08_绿色建筑设计专篇_14.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_14.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_14.pdf,875199,2025-04-24 11:42:36,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施08_绿色建筑设计专篇_14,missing_text
Z_零散归档,03-图纸资料,建施08_绿色建筑设计专篇_15.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_15.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_15.pdf,874872,2025-04-24 11:42:44,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施08_绿色建筑设计专篇_15,missing_text
Z_零散归档,03-图纸资料,建施08_绿色建筑设计专篇_16.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_16.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_16.pdf,875864,2025-04-24 11:42:54,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施08_绿色建筑设计专篇_16,missing_text
Z_零散归档,03-图纸资料,建施08_绿色建筑设计专篇_17.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_17.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_17.pdf,875283,2025-04-24 11:43:02,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施08_绿色建筑设计专篇_17,missing_text
Z_零散归档,03-图纸资料,建施08_绿色建筑设计专篇_2.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_2.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_2.pdf,875151,2025-04-24 11:40:44,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施08_绿色建筑设计专篇_2,missing_text
Z_零散归档,03-图纸资料,建施08_绿色建筑设计专篇_3.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_3.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_3.pdf,875381,2025-04-24 11:40:54,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施08_绿色建筑设计专篇_3,missing_text
Z_零散归档,03-图纸资料,建施08_绿色建筑设计专篇_4.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_4.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_4.pdf,875898,2025-04-25 18:15:17,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施08_绿色建筑设计专篇_4,missing_text
Z_零散归档,03-图纸资料,建施08_绿色建筑设计专篇_5.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_5.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_5.pdf,875700,2025-04-25 18:15:27,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施08_绿色建筑设计专篇_5,missing_text
Z_零散归档,03-图纸资料,建施08_绿色建筑设计专篇_6.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_6.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_6.pdf,876459,2025-04-25 18:15:36,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施08_绿色建筑设计专篇_6,missing_text
Z_零散归档,03-图纸资料,建施08_绿色建筑设计专篇_7.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_7.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_7.pdf,876106,2025-04-25 18:15:44,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施08_绿色建筑设计专篇_7,missing_text
Z_零散归档,03-图纸资料,建施08_绿色建筑设计专篇_8.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_8.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_8.pdf,875427,2025-04-24 11:41:40,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施08_绿色建筑设计专篇_8,missing_text
Z_零散归档,03-图纸资料,建施08_绿色建筑设计专篇_9.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_9.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_绿色建筑设计专篇_9.pdf,875960,2025-04-24 11:41:48,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,建施08_绿色建筑设计专篇_9,missing_text
Z_零散归档,03-图纸资料,建施08_门窗表及说明.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_门窗表及说明.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_门窗表及说明.pdf,762763,2025-04-24 11:43:18,directory,房建结构,,metadata-only: PyMuPDF unavailable,0,门窗、图纸,建施08_门窗表及说明,missing_text
Z_零散归档,03-图纸资料,建施08_门窗表及说明_1.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_门窗表及说明_1.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施08_门窗表及说明_1.pdf,763530,2025-04-24 11:43:28,directory,房建结构,,metadata-only: PyMuPDF unavailable,0,门窗、图纸,建施08_门窗表及说明_1,missing_text
Z_零散归档,03-图纸资料,建施09_一层平面图+二层平面图.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施09_一层平面图+二层平面图.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施09_一层平面图+二层平面图.pdf,771641,2025-04-24 11:43:40,directory,路线/总图,,metadata-only: PyMuPDF unavailable,0,平面、图纸,建施09_一层平面图+二层平面图,missing_text
Z_零散归档,03-图纸资料,建施09_一层平面图+二层平面图_1.pdf,.pdf,Z_零散归档\新疆华贸百盈\03-图纸资料\建施09_一层平面图+二层平面图_1.pdf,D:\高治国资料\Z_零散归档\新疆华贸百盈\03-图纸资料\建施09_一层平面图+二层平面图_1.pdf,945734,2025-04-24 11:43:46,directory,路线/总图,,metadata-only: PyMuPDF unavailable,0,平面、图纸,建施09_一层平面图+二层平面图_1,missing_text
